Id;SubId;Name (click to view profile);Date;Likes;Comment;Link
117;;burusch03;20.11.17 20:33:35;0;@moeshamariah Same;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17896973236111932
118;;nas_turkey;20.11.17 20:48:41;1;I live for the bangs @kimberleyywilliams;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17883360118188158
119;;kimberleyywilliams;20.11.17 20:49:44;1;@nas_turkey same dis the only reason I watch it tbh, and also for Jamie Dornan Because he’s a Daddy;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909604262058367
120;;kimberleyywilliams;20.11.17 20:50:19;1;@nas_turkey WAIT DID U MEAN BANGS AS IN HER HAIR, OR BANGS AS IN THE SEXUAL STUFF LMFAO;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17908797865053853
121;;nas_turkey;20.11.17 20:52:20;0;@kimberleyywilliams her hair but I'm down with watevs;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17896055887102740
122;;sumayaala_;20.11.17 22:22:43;0;@ilhaamfl ??;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17882403853158760
123;;_a.___________;21.11.17 13:43:56;0;@sarahdkbg Jaa!????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17908643224052952
124;;eclyxi;21.11.17 21:31:17;0;@chiarazerilli;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17896257817109292
125;;erinntee;21.11.17 23:01:47;1;@dearvyc_ ??????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17884882042137994
126;;patricias.fln;22.11.17 02:26:32;0;?????????? my heart.;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17883406594153275
127;;yullyhs;22.11.17 03:18:24;0;Yang yg ke 3 nih wkwk @ciciochie;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17908900699010466
128;;chiara.zerilli;22.11.17 06:04:01;0;@eclyxi strano... niente tragedie?? Ahaha;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17908020490018589
129;;_aasshhhh_;22.11.17 07:32:17;0;@kiddmiichael;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17907972487053987
130;;trznjc;22.11.17 14:11:17;0;@njakabova ??????????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17905610683065781
131;;njakabova;22.11.17 17:54:11;0;@trznjc Omg ????????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17882665513166016
132;;emily._.xdd;22.11.17 20:30:26;1;@leonie_j_b ????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17885399368136169
133;;valentic_nikolina;23.11.17 11:19:28;1;@horvat_ivanaa @vrbanic_ines ????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17885567563137473
134;;horvat_ivanaa;23.11.17 11:22:52;1;@valentic_nikolina gori sve;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17910086542015098
135;;bremor14;23.11.17 13:38:37;1;@jilliann55;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17884878346188584
136;;___faarnaaz__;23.11.17 14:51:46;1;@__.behnazj.__;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909793289045813
137;;saedeprv;23.11.17 15:58:09;0;@_str_rn;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17868746725194211
138;;___bhnaazz__;23.11.17 16:13:26;1;@___faarnaaz__ mrccc????????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17892563794082307
139;;califa20;23.11.17 18:15:38;0;@alfizarr yukkk ke sg dulu:(;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17883697306145322
140;;sharifi_atefeh;23.11.17 19:28:24;0;@sepi__74;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17850397024214736
141;;thetataaa;23.11.17 19:55:04;0;@sami.teymurov 3 cu gelir??;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17851157101204132
142;;sami.teymurov;23.11.17 19:56:14;0;@_huseynofa heri menim filmim ??;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17868877027196244
143;;spd_____123;23.11.17 20:22:19;0;@sharifi_atefeh ???????? ?????????????????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909588260054577
144;;juli25.2;23.11.17 20:38:25;0;Kino fixx gee @_julix_ ??????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17900399623078803
145;;pfr.julia;23.11.17 20:39:08;0;omg fiiix ???? @juli25.2;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17851910542206555
146;;juli25.2;23.11.17 20:39:57;0;Wetten wir kommen nd. Amal rein hahahahah @_julix_ ??????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17896468912113630
147;;natalia.alvz;23.11.17 21:58:00;0;@ana.goomeez @ruuubbiiaa ????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17901377014077380
148;;russratingsguy;24.11.17 06:01:23;0;Who is that guy at the very end?;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17892540250081637
149;;syifaauliaharvin;24.11.17 10:28:35;0;Mulai di valentine day dennn @mswhiteblue_;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17849748850221845
150;;caro.pachecoale;24.11.17 15:10:43;0;@russratingsguy jack hide;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909632057002744
151;;russratingsguy;24.11.17 15:11:04;0;@carito_pachec0 Thanks.;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17892681727086194
152;;maldita.queenn;24.11.17 17:19:36;0;@adrianaberes01;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17897026897101903
153;;adyasaa;24.11.17 17:40:23;0;@mananoberoi he is sooos hot;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17850505234213599
154;;morganekiley_;24.11.17 19:45:50;1;@peachysteph mark your calendar - feb 17th I’m coming to you and we are seeing this movie. The end.;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17895819226124575
155;;slayinnnd;25.11.17 02:39:01;0;@awalm12;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909344576044409
156;;maryggcc;25.11.17 03:43:10;0;@kamy_lara nmms hay que comprar los boletos;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17894817025127504
157;;nietingebruik68;25.11.17 10:41:20;0;@busr.k;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17903956333069951
158;;luciaagarciaa02;25.11.17 17:21:53;0;@lluvia_paya_lopez @betaniapla_ @_albareig @paulaolcina_ @mariiajorda @joaana22_ @sol__2003 @carmelilla03 @rubylily_01 tardamos en verla;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17884358509190552
159;;makitkuy;25.11.17 18:29:01;0;@ployplnsr;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17897523025105003
160;;ycca__;26.11.17 13:21:57;0;Omg i can't wait to see this movie ????????????????????????????????????????????????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17901088570075522
161;;carmencatalaa;26.11.17 14:03:12;0;@martamrtnzmtrrdn;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909264251058575
162;;martamrtnzmtrrdn;26.11.17 14:11:06;1;@carmelilla03 diios????;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17885235523133301
163;;zhra.ji;26.11.17 17:01:45;0;@sqrhmp;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17850805732209965
164;;nietingebruik68;26.11.17 18:10:00;0;@busr.k;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17852196898207367
165;;bita.jabarzde;26.11.17 20:34:06;0;@__.zaahraa  @dibawprz;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17910089902013972
166;;asrillper;27.11.17 08:03:13;0;@urfamurshalat;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17882221234167315
167;;claraacordoba;27.11.17 15:28:42;0;@lorena_molina16 @evanavea18;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17909597233022921
168;;leaa_marieey;27.11.17 21:05:00;0;???? @finja_edm;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17901486316077897
169;;lou.ausili;28.11.17 03:10:59;0;@soffalcon;https://www.instagram.com/p/BbKOFmfg6l3/?comment_id=17884687513187426
